Hugo_Symbol	KRAS	EGFR	pval	or	ci.up	ci.low	adjPval
AFP	5	0	0.325865263084994	Inf	Inf	0.398334013693913	0.969079365598015
AGTPBP1	5	0	0.325865263084994	Inf	Inf	0.398334013693913	0.969079365598015
AKAP1	5	0	0.325865263084994	Inf	Inf	0.398334013693913	0.969079365598015
AKAP17A	5	0	0.325865263084994	Inf	Inf	0.398334013693913	0.969079365598015
ANGPT1	5	0	0.325865263084994	Inf	Inf	0.398334013693913	0.969079365598015
ARHGAP20	5	0	0.325865263084994	Inf	Inf	0.398334013693913	0.969079365598015
ARHGEF1	5	0	0.325865263084994	Inf	Inf	0.398334013693913	0.969079365598015
ARHGEF10	5	0	0.325865263084994	Inf	Inf	0.398334013693913	0.969079365598015
ARHGEF4	5	0	0.325865263084994	Inf	Inf	0.398334013693913	0.969079365598015
ARMCX2	5	0	0.325865263084994	Inf	Inf	0.398334013693913	0.969079365598015
ARSH	5	0	0.325865263084994	Inf	Inf	0.398334013693913	0.969079365598015
ATP1A4	5	0	0.325865263084994	Inf	Inf	0.398334013693913	0.969079365598015
BEND2	5	0	0.325865263084994	Inf	Inf	0.398334013693913	0.969079365598015
BTNL9	5	0	0.325865263084994	Inf	Inf	0.398334013693913	0.969079365598015
C1orf127	5	0	0.325865263084994	Inf	Inf	0.398334013693913	0.969079365598015
CALB2	5	0	0.325865263084994	Inf	Inf	0.398334013693913	0.969079365598015
CBFA2T3	5	0	0.325865263084994	Inf	Inf	0.398334013693913	0.969079365598015
CBY2	5	0	0.325865263084994	Inf	Inf	0.398334013693913	0.969079365598015
CCDC40	5	0	0.325865263084994	Inf	Inf	0.398334013693913	0.969079365598015
CCDC89	5	0	0.325865263084994	Inf	Inf	0.398334013693913	0.969079365598015
CCIN	5	0	0.325865263084994	Inf	Inf	0.398334013693913	0.969079365598015
CD226	5	0	0.325865263084994	Inf	Inf	0.398334013693913	0.969079365598015
CD300E	5	0	0.325865263084994	Inf	Inf	0.398334013693913	0.969079365598015
CECR2	5	0	0.325865263084994	Inf	Inf	0.398334013693913	0.969079365598015
CFC1	5	0	0.325865263084994	Inf	Inf	0.398334013693913	0.969079365598015
CHPF	5	0	0.325865263084994	Inf	Inf	0.398334013693913	0.969079365598015
CHRNB3	5	0	0.325865263084994	Inf	Inf	0.398334013693913	0.969079365598015
CNGA4	5	0	0.325865263084994	Inf	Inf	0.398334013693913	0.969079365598015
CPQ	5	0	0.325865263084994	Inf	Inf	0.398334013693913	0.969079365598015
CPVL	5	0	0.325865263084994	Inf	Inf	0.398334013693913	0.969079365598015
CRX	5	0	0.325865263084994	Inf	Inf	0.398334013693913	0.969079365598015
CTDP1	5	0	0.325865263084994	Inf	Inf	0.398334013693913	0.969079365598015
CYFIP1	5	0	0.325865263084994	Inf	Inf	0.398334013693913	0.969079365598015
DENND5B	5	0	0.325865263084994	Inf	Inf	0.398334013693913	0.969079365598015
DHX34	5	0	0.325865263084994	Inf	Inf	0.398334013693913	0.969079365598015
DHX38	5	0	0.325865263084994	Inf	Inf	0.398334013693913	0.969079365598015
DMKN	5	0	0.325865263084994	Inf	Inf	0.398334013693913	0.969079365598015
DNMT3B	5	0	0.325865263084994	Inf	Inf	0.398334013693913	0.969079365598015
DNMT3L	5	0	0.325865263084994	Inf	Inf	0.398334013693913	0.969079365598015
DYNLT5	5	0	0.325865263084994	Inf	Inf	0.398334013693913	0.969079365598015
EDN3	5	0	0.325865263084994	Inf	Inf	0.398334013693913	0.969079365598015
EFHB	5	0	0.325865263084994	Inf	Inf	0.398334013693913	0.969079365598015
ELP4	5	0	0.325865263084994	Inf	Inf	0.398334013693913	0.969079365598015
ENOX2	5	0	0.325865263084994	Inf	Inf	0.398334013693913	0.969079365598015
EPC1	5	0	0.325865263084994	Inf	Inf	0.398334013693913	0.969079365598015
EPHB3	5	0	0.325865263084994	Inf	Inf	0.398334013693913	0.969079365598015
EPN2	5	0	0.325865263084994	Inf	Inf	0.398334013693913	0.969079365598015
EVI2B	5	0	0.325865263084994	Inf	Inf	0.398334013693913	0.969079365598015
FAP	5	0	0.325865263084994	Inf	Inf	0.398334013693913	0.969079365598015
FBXL19 /// RTP5	5	0	0.325865263084994	Inf	Inf	0.398334013693913	0.969079365598015
FHL5	5	0	0.325865263084994	Inf	Inf	0.398334013693913	0.969079365598015
FLRT2	5	0	0.325865263084994	Inf	Inf	0.398334013693913	0.969079365598015
FOXP1	5	0	0.325865263084994	Inf	Inf	0.398334013693913	0.969079365598015
FSCN3	5	0	0.325865263084994	Inf	Inf	0.398334013693913	0.969079365598015
GATA1	5	0	0.325865263084994	Inf	Inf	0.398334013693913	0.969079365598015
GLIPR1	5	0	0.325865263084994	Inf	Inf	0.398334013693913	0.969079365598015
GPC5	5	0	0.325865263084994	Inf	Inf	0.398334013693913	0.969079365598015
GPR15	5	0	0.325865263084994	Inf	Inf	0.398334013693913	0.969079365598015
GPX5	5	0	0.325865263084994	Inf	Inf	0.398334013693913	0.969079365598015
GRIN1	5	0	0.325865263084994	Inf	Inf	0.398334013693913	0.969079365598015
HDAC6	5	0	0.325865263084994	Inf	Inf	0.398334013693913	0.969079365598015
HERC4	5	0	0.325865263084994	Inf	Inf	0.398334013693913	0.969079365598015
HNF4A	5	0	0.325865263084994	Inf	Inf	0.398334013693913	0.969079365598015
HTR1F	5	0	0.325865263084994	Inf	Inf	0.398334013693913	0.969079365598015
HTRA4	5	0	0.325865263084994	Inf	Inf	0.398334013693913	0.969079365598015
IDH3G	5	0	0.325865263084994	Inf	Inf	0.398334013693913	0.969079365598015
IGKV1-17	5	0	0.325865263084994	Inf	Inf	0.398334013693913	0.969079365598015
IGKV1-5	5	0	0.325865263084994	Inf	Inf	0.398334013693913	0.969079365598015
IGSF9B	5	0	0.325865263084994	Inf	Inf	0.398334013693913	0.969079365598015
IL31RA	5	0	0.325865263084994	Inf	Inf	0.398334013693913	0.969079365598015
INPPL1	5	0	0.325865263084994	Inf	Inf	0.398334013693913	0.969079365598015
IPO8	5	0	0.325865263084994	Inf	Inf	0.398334013693913	0.969079365598015
IRF6	5	0	0.325865263084994	Inf	Inf	0.398334013693913	0.969079365598015
KAT6A	5	0	0.325865263084994	Inf	Inf	0.398334013693913	0.969079365598015
KCNA2	5	0	0.325865263084994	Inf	Inf	0.398334013693913	0.969079365598015
KCND2	5	0	0.325865263084994	Inf	Inf	0.398334013693913	0.969079365598015
KIF18A	5	0	0.325865263084994	Inf	Inf	0.398334013693913	0.969079365598015
KNL1	5	0	0.325865263084994	Inf	Inf	0.398334013693913	0.969079365598015
KRT17	5	0	0.325865263084994	Inf	Inf	0.398334013693913	0.969079365598015
KRT5	5	0	0.325865263084994	Inf	Inf	0.398334013693913	0.969079365598015
KRT6A	5	0	0.325865263084994	Inf	Inf	0.398334013693913	0.969079365598015
LAMB2	5	0	0.325865263084994	Inf	Inf	0.398334013693913	0.969079365598015
LCP1	5	0	0.325865263084994	Inf	Inf	0.398334013693913	0.969079365598015
LYZL2	5	0	0.325865263084994	Inf	Inf	0.398334013693913	0.969079365598015
MAGI1	5	0	0.325865263084994	Inf	Inf	0.398334013693913	0.969079365598015
MAP2K3	5	0	0.325865263084994	Inf	Inf	0.398334013693913	0.969079365598015
MASP2	5	0	0.325865263084994	Inf	Inf	0.398334013693913	0.969079365598015
MC3R	5	0	0.325865263084994	Inf	Inf	0.398334013693913	0.969079365598015
MEGF6	5	0	0.325865263084994	Inf	Inf	0.398334013693913	0.969079365598015
MLLT3	5	0	0.325865263084994	Inf	Inf	0.398334013693913	0.969079365598015
MPEG1	5	0	0.325865263084994	Inf	Inf	0.398334013693913	0.969079365598015
MTNR1A	5	0	0.325865263084994	Inf	Inf	0.398334013693913	0.969079365598015
MYOF	5	0	0.325865263084994	Inf	Inf	0.398334013693913	0.969079365598015
NLGN3	5	0	0.325865263084994	Inf	Inf	0.398334013693913	0.969079365598015
NNT	5	0	0.325865263084994	Inf	Inf	0.398334013693913	0.969079365598015
NOX5	5	0	0.325865263084994	Inf	Inf	0.398334013693913	0.969079365598015
NPY2R	5	0	0.325865263084994	Inf	Inf	0.398334013693913	0.969079365598015
NR2F1	5	0	0.325865263084994	Inf	Inf	0.398334013693913	0.969079365598015
NR4A2	5	0	0.325865263084994	Inf	Inf	0.398334013693913	0.969079365598015
NRG1	5	0	0.325865263084994	Inf	Inf	0.398334013693913	0.969079365598015
NXF5	5	0	0.325865263084994	Inf	Inf	0.398334013693913	0.969079365598015
OC90	5	0	0.325865263084994	Inf	Inf	0.398334013693913	0.969079365598015
OGT	5	0	0.325865263084994	Inf	Inf	0.398334013693913	0.969079365598015
OR14J1	5	0	0.325865263084994	Inf	Inf	0.398334013693913	0.969079365598015
OR2D2	5	0	0.325865263084994	Inf	Inf	0.398334013693913	0.969079365598015
OR51A2	5	0	0.325865263084994	Inf	Inf	0.398334013693913	0.969079365598015
OR51B5	5	0	0.325865263084994	Inf	Inf	0.398334013693913	0.969079365598015
OR52J3	5	0	0.325865263084994	Inf	Inf	0.398334013693913	0.969079365598015
OR56A3	5	0	0.325865263084994	Inf	Inf	0.398334013693913	0.969079365598015
OR5H15	5	0	0.325865263084994	Inf	Inf	0.398334013693913	0.969079365598015
OR6N2	5	0	0.325865263084994	Inf	Inf	0.398334013693913	0.969079365598015
OTC	5	0	0.325865263084994	Inf	Inf	0.398334013693913	0.969079365598015
P2RY8	5	0	0.325865263084994	Inf	Inf	0.398334013693913	0.969079365598015
PABPC5	5	0	0.325865263084994	Inf	Inf	0.398334013693913	0.969079365598015
PAPOLB	5	0	0.325865263084994	Inf	Inf	0.398334013693913	0.969079365598015
PCDHB1	5	0	0.325865263084994	Inf	Inf	0.398334013693913	0.969079365598015
PCDHGC5	5	0	0.325865263084994	Inf	Inf	0.398334013693913	0.969079365598015
PDE1A	5	0	0.325865263084994	Inf	Inf	0.398334013693913	0.969079365598015
PGLYRP2	5	0	0.325865263084994	Inf	Inf	0.398334013693913	0.969079365598015
PKP1	5	0	0.325865263084994	Inf	Inf	0.398334013693913	0.969079365598015
PLD2	5	0	0.325865263084994	Inf	Inf	0.398334013693913	0.969079365598015
PNPLA6	5	0	0.325865263084994	Inf	Inf	0.398334013693913	0.969079365598015
PNPLA7	5	0	0.325865263084994	Inf	Inf	0.398334013693913	0.969079365598015
PPARGC1B	5	0	0.325865263084994	Inf	Inf	0.398334013693913	0.969079365598015
PRAMEF6	5	0	0.325865263084994	Inf	Inf	0.398334013693913	0.969079365598015
PRKACB	5	0	0.325865263084994	Inf	Inf	0.398334013693913	0.969079365598015
PRP4K	5	0	0.325865263084994	Inf	Inf	0.398334013693913	0.969079365598015
PTER	5	0	0.325865263084994	Inf	Inf	0.398334013693913	0.969079365598015
RAB3GAP2	5	0	0.325865263084994	Inf	Inf	0.398334013693913	0.969079365598015
RAD54L2	5	0	0.325865263084994	Inf	Inf	0.398334013693913	0.969079365598015
RASGRP4	5	0	0.325865263084994	Inf	Inf	0.398334013693913	0.969079365598015
RBMXL1	5	0	0.325865263084994	Inf	Inf	0.398334013693913	0.969079365598015
RBMXL2	5	0	0.325865263084994	Inf	Inf	0.398334013693913	0.969079365598015
REG1A	5	0	0.325865263084994	Inf	Inf	0.398334013693913	0.969079365598015
RFX1	5	0	0.325865263084994	Inf	Inf	0.398334013693913	0.969079365598015
RHBDF2	5	0	0.325865263084994	Inf	Inf	0.398334013693913	0.969079365598015
RIPPLY2	5	0	0.325865263084994	Inf	Inf	0.398334013693913	0.969079365598015
SBSN	5	0	0.325865263084994	Inf	Inf	0.398334013693913	0.969079365598015
SEC23A	5	0	0.325865263084994	Inf	Inf	0.398334013693913	0.969079365598015
SEMA6A	5	0	0.325865263084994	Inf	Inf	0.398334013693913	0.969079365598015
SERPINA10	5	0	0.325865263084994	Inf	Inf	0.398334013693913	0.969079365598015
SERPINB10	5	0	0.325865263084994	Inf	Inf	0.398334013693913	0.969079365598015
SF3A1	5	0	0.325865263084994	Inf	Inf	0.398334013693913	0.969079365598015
SGCD	5	0	0.325865263084994	Inf	Inf	0.398334013693913	0.969079365598015
SH3TC2	5	0	0.325865263084994	Inf	Inf	0.398334013693913	0.969079365598015
SHROOM2	5	0	0.325865263084994	Inf	Inf	0.398334013693913	0.969079365598015
SIK1	5	0	0.325865263084994	Inf	Inf	0.398334013693913	0.969079365598015
SIX2	5	0	0.325865263084994	Inf	Inf	0.398334013693913	0.969079365598015
SKIC3	5	0	0.325865263084994	Inf	Inf	0.398334013693913	0.969079365598015
SLC26A10P	5	0	0.325865263084994	Inf	Inf	0.398334013693913	0.969079365598015
SLC32A1	5	0	0.325865263084994	Inf	Inf	0.398334013693913	0.969079365598015
SLC45A4	5	0	0.325865263084994	Inf	Inf	0.398334013693913	0.969079365598015
SLC4A2	5	0	0.325865263084994	Inf	Inf	0.398334013693913	0.969079365598015
SLFN5	5	0	0.325865263084994	Inf	Inf	0.398334013693913	0.969079365598015
SMOC1	5	0	0.325865263084994	Inf	Inf	0.398334013693913	0.969079365598015
SNAP91	5	0	0.325865263084994	Inf	Inf	0.398334013693913	0.969079365598015
SOX30	5	0	0.325865263084994	Inf	Inf	0.398334013693913	0.969079365598015
SPTBN2	5	0	0.325865263084994	Inf	Inf	0.398334013693913	0.969079365598015
SS18L1	5	0	0.325865263084994	Inf	Inf	0.398334013693913	0.969079365598015
STAG3	5	0	0.325865263084994	Inf	Inf	0.398334013693913	0.969079365598015
STARD13	5	0	0.325865263084994	Inf	Inf	0.398334013693913	0.969079365598015
STRN	5	0	0.325865263084994	Inf	Inf	0.398334013693913	0.969079365598015
SULF2	5	0	0.325865263084994	Inf	Inf	0.398334013693913	0.969079365598015
SYCP2L	5	0	0.325865263084994	Inf	Inf	0.398334013693913	0.969079365598015
SYNJ2	5	0	0.325865263084994	Inf	Inf	0.398334013693913	0.969079365598015
TANC2	5	0	0.325865263084994	Inf	Inf	0.398334013693913	0.969079365598015
TAS2R16	5	0	0.325865263084994	Inf	Inf	0.398334013693913	0.969079365598015
TBXAS1	5	0	0.325865263084994	Inf	Inf	0.398334013693913	0.969079365598015
TCF4	5	0	0.325865263084994	Inf	Inf	0.398334013693913	0.969079365598015
TDRD6	5	0	0.325865263084994	Inf	Inf	0.398334013693913	0.969079365598015
TDRD9	5	0	0.325865263084994	Inf	Inf	0.398334013693913	0.969079365598015
TFAP2D	5	0	0.325865263084994	Inf	Inf	0.398334013693913	0.969079365598015
TFR2	5	0	0.325865263084994	Inf	Inf	0.398334013693913	0.969079365598015
TGFBR3	5	0	0.325865263084994	Inf	Inf	0.398334013693913	0.969079365598015
TJP1	5	0	0.325865263084994	Inf	Inf	0.398334013693913	0.969079365598015
TLR5	5	0	0.325865263084994	Inf	Inf	0.398334013693913	0.969079365598015
TMC3	5	0	0.325865263084994	Inf	Inf	0.398334013693913	0.969079365598015
TNS4	5	0	0.325865263084994	Inf	Inf	0.398334013693913	0.969079365598015
TP53TG3D	5	0	0.325865263084994	Inf	Inf	0.398334013693913	0.969079365598015
TRBV19	5	0	0.325865263084994	Inf	Inf	0.398334013693913	0.969079365598015
TRPC3	5	0	0.325865263084994	Inf	Inf	0.398334013693913	0.969079365598015
TTC17	5	0	0.325865263084994	Inf	Inf	0.398334013693913	0.969079365598015
UBBP4	5	0	0.325865263084994	Inf	Inf	0.398334013693913	0.969079365598015
UBE2A	5	0	0.325865263084994	Inf	Inf	0.398334013693913	0.969079365598015
UGT2A3	5	0	0.325865263084994	Inf	Inf	0.398334013693913	0.969079365598015
UGT2B11	5	0	0.325865263084994	Inf	Inf	0.398334013693913	0.969079365598015
USP31	5	0	0.325865263084994	Inf	Inf	0.398334013693913	0.969079365598015
WWP1	5	0	0.325865263084994	Inf	Inf	0.398334013693913	0.969079365598015
XPNPEP2	5	0	0.325865263084994	Inf	Inf	0.398334013693913	0.969079365598015
ZBTB3	5	0	0.325865263084994	Inf	Inf	0.398334013693913	0.969079365598015
ZC3H14	5	0	0.325865263084994	Inf	Inf	0.398334013693913	0.969079365598015
ZC3HAV1	5	0	0.325865263084994	Inf	Inf	0.398334013693913	0.969079365598015
ZDHHC8	5	0	0.325865263084994	Inf	Inf	0.398334013693913	0.969079365598015
ZFP36L1	5	0	0.325865263084994	Inf	Inf	0.398334013693913	0.969079365598015
ZHX1	5	0	0.325865263084994	Inf	Inf	0.398334013693913	0.969079365598015
ZMYND8	5	0	0.325865263084994	Inf	Inf	0.398334013693913	0.969079365598015
ZNF211	5	0	0.325865263084994	Inf	Inf	0.398334013693913	0.969079365598015
ZNF235	5	0	0.325865263084994	Inf	Inf	0.398334013693913	0.969079365598015
ZNF300	5	0	0.325865263084994	Inf	Inf	0.398334013693913	0.969079365598015
ZNF451	5	0	0.325865263084994	Inf	Inf	0.398334013693913	0.969079365598015
ZNF473	5	0	0.325865263084994	Inf	Inf	0.398334013693913	0.969079365598015
ZNF622	5	0	0.325865263084994	Inf	Inf	0.398334013693913	0.969079365598015
ZNF695	5	0	0.325865263084994	Inf	Inf	0.398334013693913	0.969079365598015
ZNRF4	5	0	0.325865263084994	Inf	Inf	0.398334013693913	0.969079365598015
ZSCAN20	5	0	0.325865263084994	Inf	Inf	0.398334013693913	0.969079365598015
COL11A1	30	9	0.340618393639369	1.54572328580935	3.94402853561073	0.662275491503072	0.987451019330641
FMN2	14	9	0.343299488335574	0.643152323163255	1.78267526628383	0.243534157153907	0.987451019330641
BLTP1	19	5	0.353084761387161	1.73092585580932	6.20187005247861	0.589743305227532	0.987451019330641
CSMD2	19	5	0.353084761387161	1.73092585580932	6.20187005247861	0.589743305227532	0.987451019330641
PEG3	19	5	0.353084761387161	1.73092585580932	6.20187005247861	0.589743305227532	0.987451019330641
SCN3A	19	5	0.353084761387161	1.73092585580932	6.20187005247861	0.589743305227532	0.987451019330641
TRPC4	19	5	0.353084761387161	1.73092585580932	6.20187005247861	0.589743305227532	0.987451019330641
ZP4	19	5	0.353084761387161	1.73092585580932	6.20187005247861	0.589743305227532	0.987451019330641
ANK1	11	2	0.353104541624511	2.47801708524883	23.6298823915677	0.518994460685393	0.987451019330641
ATP10B	11	2	0.353104541624511	2.47801708524883	23.6298823915677	0.518994460685393	0.987451019330641
BCHE	11	2	0.353104541624511	2.47801708524883	23.6298823915677	0.518994460685393	0.987451019330641
BCLAF1	11	2	0.353104541624511	2.47801708524883	23.6298823915677	0.518994460685393	0.987451019330641
CACNA1B	11	2	0.353104541624511	2.47801708524883	23.6298823915677	0.518994460685393	0.987451019330641
CALCR	11	2	0.353104541624511	2.47801708524883	23.6298823915677	0.518994460685393	0.987451019330641
DOCK10	11	2	0.353104541624511	2.47801708524883	23.6298823915677	0.518994460685393	0.987451019330641
DRP2	11	2	0.353104541624511	2.47801708524883	23.6298823915677	0.518994460685393	0.987451019330641
GRIK2	11	2	0.353104541624511	2.47801708524883	23.6298823915677	0.518994460685393	0.987451019330641
GRIK4	11	2	0.353104541624511	2.47801708524883	23.6298823915677	0.518994460685393	0.987451019330641
MKI67	11	2	0.353104541624511	2.47801708524883	23.6298823915677	0.518994460685393	0.987451019330641
PCDHA3	11	2	0.353104541624511	2.47801708524883	23.6298823915677	0.518994460685393	0.987451019330641
POTEH	11	2	0.353104541624511	2.47801708524883	23.6298823915677	0.518994460685393	0.987451019330641
PRG4	11	2	0.353104541624511	2.47801708524883	23.6298823915677	0.518994460685393	0.987451019330641
RNF213	11	2	0.353104541624511	2.47801708524883	23.6298823915677	0.518994460685393	0.987451019330641
TRPM8	11	2	0.353104541624511	2.47801708524883	23.6298823915677	0.518994460685393	0.987451019330641
AMER3	7	5	0.354951922624441	0.589505717635439	2.44863757126765	0.154338873307148	0.987451019330641
CHD5	7	5	0.354951922624441	0.589505717635439	2.44863757126765	0.154338873307148	0.987451019330641
DACH1	7	5	0.354951922624441	0.589505717635439	2.44863757126765	0.154338873307148	0.987451019330641
DNAH2	7	5	0.354951922624441	0.589505717635439	2.44863757126765	0.154338873307148	0.987451019330641
DZIP3	7	5	0.354951922624441	0.589505717635439	2.44863757126765	0.154338873307148	0.987451019330641
KCNH8	7	5	0.354951922624441	0.589505717635439	2.44863757126765	0.154338873307148	0.987451019330641
OLFML2B	7	5	0.354951922624441	0.589505717635439	2.44863757126765	0.154338873307148	0.987451019330641
VPS13A	7	5	0.354951922624441	0.589505717635439	2.44863757126765	0.154338873307148	0.987451019330641
FLG2	20	5	0.355113170381349	1.83493629639259	6.5438676211439	0.629957293412981	0.987451019330641
NLRP3	20	5	0.355113170381349	1.83493629639259	6.5438676211439	0.629957293412981	0.987451019330641
PCDHB8	8	6	0.366969403223427	0.556424628646596	2.03106597981823	0.161575290977665	0.987451019330641
PDE4DIP	8	6	0.366969403223427	0.556424628646596	2.03106597981823	0.161575290977665	0.987451019330641
PAPPA2	35	11	0.369064630803411	1.48409148435599	3.48155723499094	0.676126986331779	0.987451019330641
SI	22	6	0.379728034141617	1.68037163958824	5.32380040659904	0.620147615320598	0.987451019330641
TNR	18	11	0.386872018903744	0.672280097865458	1.68057849728543	0.279840947455634	0.987451019330641
ALMS1	9	6	0.394288358796151	0.629772200712729	2.24661325069721	0.190673457845261	0.987451019330641
COL14A1	9	6	0.394288358796151	0.629772200712729	2.24661325069721	0.190673457845261	0.987451019330641
ZNF423	9	6	0.394288358796151	0.629772200712729	2.24661325069721	0.190673457845261	0.987451019330641
COL4A1	13	3	0.402806093358535	1.95091184910855	11.0333950844745	0.511582842320593	0.987451019330641
DSG3	13	3	0.402806093358535	1.95091184910855	11.0333950844745	0.511582842320593	0.987451019330641
EPHA6	13	3	0.402806093358535	1.95091184910855	11.0333950844745	0.511582842320593	0.987451019330641
FAM47A	13	3	0.402806093358535	1.95091184910855	11.0333950844745	0.511582842320593	0.987451019330641
FAT1	13	3	0.402806093358535	1.95091184910855	11.0333950844745	0.511582842320593	0.987451019330641
LRRIQ1	13	3	0.402806093358535	1.95091184910855	11.0333950844745	0.511582842320593	0.987451019330641
MED12	13	3	0.402806093358535	1.95091184910855	11.0333950844745	0.511582842320593	0.987451019330641
SEZ6L	13	3	0.402806093358535	1.95091184910855	11.0333950844745	0.511582842320593	0.987451019330641
TLL1	13	3	0.402806093358535	1.95091184910855	11.0333950844745	0.511582842320593	0.987451019330641
RYR3	27	8	0.42298904816471	1.55481790044913	4.20066146571537	0.639057194970671	0.987451019330641
CNTN5	11	7	0.42772526201836	0.657864968141361	2.1010853678495	0.220577028530491	0.987451019330641
ADGRG4	29	9	0.438817496239017	1.48277217193517	3.79250246010894	0.632977020409038	0.987451019330641
ABCA1	7	1	0.440468874379079	3.11452838961292	142.902537025821	0.387652663533255	0.987451019330641
ABCA8	7	1	0.440468874379079	3.11452838961292	142.902537025821	0.387652663533255	0.987451019330641
ABCG8	7	1	0.440468874379079	3.11452838961292	142.902537025821	0.387652663533255	0.987451019330641
ACTC1	7	1	0.440468874379079	3.11452838961292	142.902537025821	0.387652663533255	0.987451019330641
ADAMTS19	7	1	0.440468874379079	3.11452838961292	142.902537025821	0.387652663533255	0.987451019330641
AKAP13	7	1	0.440468874379079	3.11452838961292	142.902537025821	0.387652663533255	0.987451019330641
ALG13	7	1	0.440468874379079	3.11452838961292	142.902537025821	0.387652663533255	0.987451019330641
ANKFN1	7	1	0.440468874379079	3.11452838961292	142.902537025821	0.387652663533255	0.987451019330641
ANKMY1	7	1	0.440468874379079	3.11452838961292	142.902537025821	0.387652663533255	0.987451019330641
ARID2	7	1	0.440468874379079	3.11452838961292	142.902537025821	0.387652663533255	0.987451019330641
ATP11C	7	1	0.440468874379079	3.11452838961292	142.902537025821	0.387652663533255	0.987451019330641
ATP2B3	7	1	0.440468874379079	3.11452838961292	142.902537025821	0.387652663533255	0.987451019330641
ATP7A	7	1	0.440468874379079	3.11452838961292	142.902537025821	0.387652663533255	0.987451019330641
CAMK2B	7	1	0.440468874379079	3.11452838961292	142.902537025821	0.387652663533255	0.987451019330641
CCSER1	7	1	0.440468874379079	3.11452838961292	142.902537025821	0.387652663533255	0.987451019330641
CNKSR2	7	1	0.440468874379079	3.11452838961292	142.902537025821	0.387652663533255	0.987451019330641
CNTN2	7	1	0.440468874379079	3.11452838961292	142.902537025821	0.387652663533255	0.987451019330641
CNTN4	7	1	0.440468874379079	3.11452838961292	142.902537025821	0.387652663533255	0.987451019330641
CRISPLD1	7	1	0.440468874379079	3.11452838961292	142.902537025821	0.387652663533255	0.987451019330641
DIDO1	7	1	0.440468874379079	3.11452838961292	142.902537025821	0.387652663533255	0.987451019330641
DNAJC6	7	1	0.440468874379079	3.11452838961292	142.902537025821	0.387652663533255	0.987451019330641
DNMT3A	7	1	0.440468874379079	3.11452838961292	142.902537025821	0.387652663533255	0.987451019330641
DSC2	7	1	0.440468874379079	3.11452838961292	142.902537025821	0.387652663533255	0.987451019330641
EXPH5	7	1	0.440468874379079	3.11452838961292	142.902537025821	0.387652663533255	0.987451019330641
F13B	7	1	0.440468874379079	3.11452838961292	142.902537025821	0.387652663533255	0.987451019330641
FCRL2	7	1	0.440468874379079	3.11452838961292	142.902537025821	0.387652663533255	0.987451019330641
FREM1	7	1	0.440468874379079	3.11452838961292	142.902537025821	0.387652663533255	0.987451019330641
GABRB1	7	1	0.440468874379079	3.11452838961292	142.902537025821	0.387652663533255	0.987451019330641
GDF2	7	1	0.440468874379079	3.11452838961292	142.902537025821	0.387652663533255	0.987451019330641
GIMAP4	7	1	0.440468874379079	3.11452838961292	142.902537025821	0.387652663533255	0.987451019330641
GLP2R	7	1	0.440468874379079	3.11452838961292	142.902537025821	0.387652663533255	0.987451019330641
GON4L	7	1	0.440468874379079	3.11452838961292	142.902537025821	0.387652663533255	0.987451019330641
GPRASP1	7	1	0.440468874379079	3.11452838961292	142.902537025821	0.387652663533255	0.987451019330641
GUCY2F	7	1	0.440468874379079	3.11452838961292	142.902537025821	0.387652663533255	0.987451019330641
HCLS1	7	1	0.440468874379079	3.11452838961292	142.902537025821	0.387652663533255	0.987451019330641
HDAC4	7	1	0.440468874379079	3.11452838961292	142.902537025821	0.387652663533255	0.987451019330641
HELQ	7	1	0.440468874379079	3.11452838961292	142.902537025821	0.387652663533255	0.987451019330641
INTS1	7	1	0.440468874379079	3.11452838961292	142.902537025821	0.387652663533255	0.987451019330641
IQGAP3	7	1	0.440468874379079	3.11452838961292	142.902537025821	0.387652663533255	0.987451019330641
ITGAE	7	1	0.440468874379079	3.11452838961292	142.902537025821	0.387652663533255	0.987451019330641
KIAA1755	7	1	0.440468874379079	3.11452838961292	142.902537025821	0.387652663533255	0.987451019330641
KIF4A	7	1	0.440468874379079	3.11452838961292	142.902537025821	0.387652663533255	0.987451019330641
LRRTM1	7	1	0.440468874379079	3.11452838961292	142.902537025821	0.387652663533255	0.987451019330641
LZTS1	7	1	0.440468874379079	3.11452838961292	142.902537025821	0.387652663533255	0.987451019330641
MAGEB4	7	1	0.440468874379079	3.11452838961292	142.902537025821	0.387652663533255	0.987451019330641
MAGEB6	7	1	0.440468874379079	3.11452838961292	142.902537025821	0.387652663533255	0.987451019330641
MMP13	7	1	0.440468874379079	3.11452838961292	142.902537025821	0.387652663533255	0.987451019330641
MROH9	7	1	0.440468874379079	3.11452838961292	142.902537025821	0.387652663533255	0.987451019330641
MTOR	7	1	0.440468874379079	3.11452838961292	142.902537025821	0.387652663533255	0.987451019330641
MTR	7	1	0.440468874379079	3.11452838961292	142.902537025821	0.387652663533255	0.987451019330641
MYO7A	7	1	0.440468874379079	3.11452838961292	142.902537025821	0.387652663533255	0.987451019330641
MYT1L	7	1	0.440468874379079	3.11452838961292	142.902537025821	0.387652663533255	0.987451019330641
NCAM2	7	1	0.440468874379079	3.11452838961292	142.902537025821	0.387652663533255	0.987451019330641
NDN	7	1	0.440468874379079	3.11452838961292	142.902537025821	0.387652663533255	0.987451019330641
